PG.ProteinGroups	STM_ID	ΔlppA early	ΔlppA late	ΔlppB early	ΔlppB late	WT early	WT late	WT early vs ΔlppA early	WT early vs ΔlppB early	WT late vs ΔlppA late	WT late vs ΔlppB late	ΔlppA early vs ΔlppB early	ΔlppA late vs ΔlppB late
A0A0H3NA00	STM0880	26762.7556152344	12455.8043212891	47607.9329833984	13203.7075195313	45315.6870117188	13381.00390625	0.7597838869533765	-0.07119143503287027	0.10336817265330446	0.019243271523389102	-0.8309753219862469	-0.08412490112991547
A0A0H3NB93	STM0882	81131.2099609375	69601.3203125	118895.1484375	120248.2265625	107251.7265625	121651.458333333	0.40267196324541144	-0.14868897381357532	0.8055670362570397	0.01673799803345447	-0.5513609370589867	-0.7888290382235852
A0A0H3NEU0	STM0885	20225.2727050781	27190.9790039062	21469.984375	30850.3681640625	16110.0690917969	30810.33984375	-0.32819647380210254	-0.4143584598683939	0.18028649951249012	-0.0018731107438739517	-0.08616198606629133	-0.18215961025636399
A0A0H3NA05	STM0886	20394.7041015625	20083.7651367187	21978.6391601562	16942.5607910156	20643.4453125	17986.244140625	0.017489195361944553	-0.09041829129146776	-0.15913580235609529	0.08624200877153723	-0.10790748665341221	0.24537781112763235
A0A0H3NJH7	STM0887	407816.6953125	563099.7890625	1505705.8125	1595430.78125	1550047.25	1559884.04166667	1.9263194506345427	0.04187227255818936	1.4699762707433435	-0.03250723144778646	-1.8844471780763532	-1.50248350219113
A0A0H3NB98	STM0888	34113.4555664062	17576.9794921875	66443.6357421875	52796.353515625	65676.9951171875	51981.8684895833	0.9450472198013095	-0.016742896763284013	1.564321319925311	-0.022429797991671132	-0.9617901165645937	-1.5867511179169822
A0A0H3N9J1	STM0889	111062.78125	29879.875	195090.828125	178639.3828125	165291.23046875	169244.880208333	0.573634754761921	-0.23913576917096205	2.5018661739364374	-0.07793798007090787	-0.812770523932883	-2.5798041540073453
A0A0H3NEU6	STM0890	885693.703125	1165711.0625	1117116.59375	1191112.71875	1110088.546875	1170806.70833333	0.32579499147814867	-0.00910500954129564	0.006292675981914116	-0.02480702939424431	-0.33490000101944417	-0.031099705376158544
A0A0H3NA09	STM0891	52672.1240234375	61843.7900390625	82713.353515625	94761.447265625	88731.62109375	99231.7604166667	0.752408688343082	0.10132806460583473	0.6821732116573496	0.06650171521851281	-0.6510806237372473	-0.6156714964388368
A0A0H3NJI3	STM0892	948344.71875	1125890.0	367204.078125	325893.75	360460.46875	335602.5	-1.3955705175992905	-0.026741031665303318	-1.7462405143141717	0.042351778576499736	1.3688294859339871	1.7885922928906715
A0A0H3ND34	STM0898	240119.27734375	282399.9921875	306550.25	327293.9375	300177.734375	281954.776041667	0.3220657381140312	-0.030306611900455936	-0.0022762676781514285	-0.21512309841904123	-0.35237235001448736	-0.21284683074088986
A0A0H3NBA3	STM0930	868876.5	370972.59375	582780.453125	386866.0546875	550839.40625	426134.854166667	-0.6575193589652282	-0.0813207177162167	0.19999744723017795	0.1394759104019998	0.5761986412490113	-0.06052153682817819
A0A0H3N9J5	STM0931	193393.203125	282531.4296875	85079.01953125	75214.291015625	86632.505859375	74449.0546875	-1.158556738466309	0.026105040611531898	-1.9240859309018548	-0.014753275378316678	1.1846617790778409	1.909332655523538
A0A0H3NEV1	STM0932	134754.818359375	135681.68359375	106738.568359375	109384.80859375	108913.7734375	116697.856770833	-0.30715044813271464	0.02910484518683815	-0.2174479113828326	0.0933656753169944	0.3362552933195529	0.31081358669982706
A0A0H3NA13	STM0933	110891.421875	49200.6669921875	60425.91796875	54326.0009765625	68431.8466796875	54978.83203125	-0.6964079834810041	0.17950039493839387	0.1601983849133319	0.017233406765274198	0.8759083784193978	-0.1429649781480576
A0A0H3NJI8	STM0934	274585.71484375	334222.28125	272547.875	264412.3359375	271222.16015625	264016.96875	-0.0177815136771705	-0.0070346135185549614	-0.34017725861117937	-0.0021588295051428587	0.010746900158615647	0.3380184291060364
A0A0H3NBB0	STM0935	558125.109375	247945.28515625	161523.41015625	104159.478515625	186280.27734375	121357.8125	-1.5831136177250549	0.20573166028942275	-1.0307548057593394	0.2204728554077467	1.7888452780144777	1.2512276611670858
A0A0H3NA19	STM0938	20665.1174316406	5936.42016601563	19615.3006591797	11262.5289306641	27279.4169921875	8212.58056640625	0.40061524983259933	0.4758333629213485	0.4682424123439944	-0.4556232883425096	0.07521811308874923	-0.9238657006865039
A0A0H3NJJ2	STM0939	271466.0078125	116796.5625	165793.6484375	140707.60546875	165415.30859375	158571.505208333	-0.7146788023017082	-0.003295981235830778	0.4411357325140959	0.1724332360213519	0.7113828210658772	-0.268702496492744
A0A0H3NBB9	STM0940	250362.03515625	143228.697265625	510567.015625	417953.2578125	553540.765625	439545.5625	1.1446737595977587	0.11658923077331979	1.6176921407071947	0.07267111408616811	-1.0280845288244391	-1.5450210266210265
A0A0H3N9K4	STM0941	164380.01953125	82865.912109375	262477.7890625	232452.265625	278170.8359375	234075.572916667	0.7589362229674212	0.08377582566122141	1.4981237301905996	0.010039901749093305	-0.6751603973062	-1.4880838284415063
A0A0H3NEW2	STM0942	36682.9653320312	17142.0583496094	46710.4609375	37557.2412109375	45710.564453125	40727.5885416667	0.3174173676139633	-0.03121804762963228	1.2484660427969276	0.11691530280471102	-0.34863541524359565	-1.1315507399922167
A0A0H3NA23	STM0943	374862.19921875	922540.65625	405861.5234375	610967.75	448192.78125	517064.6875	0.2577590596481044	0.14313183661903972	-0.835267711426526	-0.24075144870167528	-0.11462722302906493	0.5945162627248508
A0A0H3NJJ7	STM0944	290060.71484375	191288.23046875	383119.84375	372353.21875	330019.1328125	358666.375	0.18619475346876063	-0.21524608536751003	0.9068943882061354	-0.05402932989404488	-0.4014408388362705	-0.9609237181001806
A0A0H3NBC6	STM0945	679725.265625	563696.96875	711840.4375	755848.4375	794555.828125	723449.3125	0.22519684237989812	0.15859470135591133	0.3599721303309857	-0.0632050348571013	-0.06660214102398682	-0.42317716518808673
A0A0H3NEW8	STM0948	8478.47180175781	4435.54901123047	5494.51641845703	5869.79418945312	5022.68914794922	3581.18790690104	-0.755344260315276	-0.12953252276504787	-0.30867446588423725	-0.712871699861431	0.6258117375502281	-0.40419723397719376
A0A0H3NA28	STM0950	674459.703125	607536.234375	138078.255859375	85552.853515625	150088.16015625	97800.7109375	-2.1679220760845417	0.12032402682209495	-2.635053598152572	0.19302897759459842	2.2882461029066365	2.8280825757471706
A0A0H3NJK4	STM0951	84554.2041015625	66357.921875	42371.1083984375	36126.0224609375	43225.6616210938	37162.8802083333	-0.9679884421201312	0.028807177146672955	-0.8364063880282995	0.040823897988880566	0.996795619266804	0.8772302860171799
A0A0H3NBD2	STM0952	146176.560546875	156029.7421875	123161.47265625	103091.796875	109912.013671875	103492.145833333	-0.41136290801078745	-0.16420193780897252	-0.5922997762696142	0.00559174321396695	0.24716097020181502	0.5978915194835812
A0A0H3N9L5	STM0953	78088.072265625	64089.6865234375	89464.060546875	122493.544921875	101177.041015625	131630.067708333	0.37370784969613674	0.17750180716576283	1.0383249570868975	0.10378335043035164	-0.19620604253037377	-0.9345416066565457
A0A0H3NA33	STM0955	44969.7177734375	30388.5415039062	32198.2548828125	30683.43359375	21476.0634765625	36761.2135416667	-1.066224255614787	-0.5842529234772406	0.2746569584297451	0.26072445792009735	0.4819713321375463	-0.013932500509647729
A0A0H3NJK9	STM0956	757531.4375	471132.65625	687999.265625	628017.15625	668934.34375	657896.770833333	-0.17944114501318265	-0.04054240843101387	0.48172789661480764	0.06705726016777369	0.1388987365821689	-0.41467063644703384
A0A0H3NBE0	STM0957	228098.9453125	140788.94140625	226009.28125	212652.74609375	222522.45703125	217442.916666667	-0.035708835278799034	-0.022431078639995314	0.6271026943124894	0.03213722756838241	0.013277756638803921	-0.5949654667441071
A0A0H3N9M1	STM0958	2373055.8125	2480244.0625	2048773.96875	2215371.09375	2166045.90625	2296288.83333333	-0.1316822129089696	0.08030299151787668	-0.11117797310431511	0.05175573658164145	0.21198520442684624	0.16293370968595638
A0A0H3NEX8	STM0959	5830001.625	7601530.25	6346135.625	6962044.75	6489911.125	6644870.16666667	0.15470243606517217	0.03232036779900289	-0.19404886293515433	-0.067270076186941	-0.12238206826616935	0.12677878674821325
A0A0H3NA37	STM0960	1932312.4375	1393512.1875	3185758.1875	2988729.875	2939322.5	3237083.66666667	0.6051552751480023	-0.11615310540904285	1.2159690342270992	0.11516214397611513	-0.7213083805570452	-1.100806890250984
A0A0H3NJL5	STM0961	708282.5	930261.21875	499453.9609375	541548.1484375	490285.7421875	542373.15625	-0.5307020893461281	-0.026728890491380032	-0.7783501073124919	0.002196164803634105	0.503973198854748	0.7805462721161259
A0A0H3NBE8	STM0962	307779.8203125	384048.96875	232443.29296875	245444.1328125	234458.23828125	232297.041666667	-0.39256767130451287	0.012452174439883262	-0.7253194943555582	-0.0794238990464021	0.4050198457443961	0.6458955953091563
A0A0H3N9M5	STM0963	2546942.625	2687007.75	2765929.9375	2894708.8125	2816007.0625	2825683.0	0.14488449186181887	0.025886339529253483	0.07259914317315845	-0.0348186048406558	-0.11899815233256553	-0.10741774801381405
A0A0H3NEY3	STM0964	4409.60748291016	3932.14129638672	3851.96783447265	18116.5170898438	4070.23864746094	8031.15462239583	-0.1155368558444877	0.0795177293721822	1.0302922519379247	-1.173626302112561	0.19505458521667002	-2.2039185540504858
A0A0H3NA43;A0A0H3ND07	STM0965	6496.52551269531	6732.82299804688	5553.90692138672	19218.9870605469	7030.59838867187	8294.6533203125	0.11397914647461811	0.3401444862075971	0.30097014646883974	-1.2122787113620737	0.22616533973297878	-1.5132488578309133
A0A0H3NEY8	STM0970	398644.03125	464496.1171875	268618.765625	275825.890625	280371.859375	269284.4375	-0.5077595134750721	0.06178146032840424	-0.7865356809495768	-0.034627027026259416	0.5695409738034762	0.7519086539233175
A0A0H3NJM6	STM0972	117195.1953125	492999.4609375	48015.33203125	43288.8447265625	51267.0791015625	51563.3424479167	-1.192808815499353	0.09453754971538178	-3.2571683786406296	0.25235048629826407	1.2873463652147348	3.5095188649388933
A0A0H3NBG3	STM0973	7237511.0	4607179.0	3100492.625	3107249.9375	3284602.6875	3094517.5	-1.1397747661446531	0.08322141183679221	-0.5741691705640998	-0.005923811375715053	1.2229961779814453	0.5682453591883846
A0A0H3N9N6	STM0974	160913.0859375	63546.1669921875	77741.55078125	59615.6845703125	76758.818359375	67054.2903645833	-1.0678772474639961	-0.018353384143321556	0.07752453699207727	0.16963769764569783	1.0495238633206745	0.09211316065362081
A0A0H3NEZ5	STM0975	42424.1181640625	37645.4770507812	161596.1875	150234.59375	154997.953125	139308.760416667	1.8692925866012517	-0.060143997679045526	1.8877375379701204	-0.10893106858206712	-1.9294365842802974	-1.9966686065521875
A0A0H3NA53	STM0976	122854.7734375	34919.6176757812	43731.3637695313	25775.2534179687	51184.3896484375	27160.5481770833	-1.2631781282683947	0.22703554053412084	-0.3625251658626723	0.07552598556539533	1.4902136688025156	0.4380511514280676
A0A0H3NJP4	STM0977	2875467.125	3814035.0625	2727770.25	2836342.25	2811028.0	2814255.91666667	-0.03269851945571899	0.04337568753024178	-0.43856457924078596	-0.011278100088509475	0.07607420698596074	0.42728647915227636
A0A0H3NBJ7	STM0978	947600.90625	742275.875	1169060.546875	1182543.34375	1245411.65625	1139488.91666667	0.3942712036553531	0.09127303658858406	0.6183595070608281	-0.05350617144283616	-0.30299816706676913	-0.6718656785036643
A0A0H3N9S1	STM0979	22360.404296875	19072.1965332031	34353.8803710937	37062.2109375	32724.783203125	35138.5709635417	0.5494373608766976	-0.07008943030475707	0.8815845126286402	-0.07689342741363232	-0.6195267911814548	-0.9584779400422727
A0A0H3NF28	STM0980	928603.453125	1071784.203125	561888.8125	518585.15625	563918.5234375	517835.125	-0.7195759127800134	0.005202057196096717	-1.0494497252887864	-0.0020880844834034566	0.72477796997611	1.0473616408053827
A0A0H3NA75	STM0981	9926943.75	8617731.875	18188498.75	18008328.0	19119901.0	17984311.3333333	0.9456535306527509	0.07204858314781616	1.061358798500699	-0.0019253231595619074	-0.8736049475049349	-1.0632841216602609
A0A0H3NJP8	STM0982	1704196.28125	2283542.9375	811400.21875	840069.21875	884526.28125	706416.3125	-0.9461145935551908	0.12449131775359586	-1.6926833539289756	-0.24998954783680657	1.070605911308787	1.4426938060921692
A0A0H3N9S6	STM0984	210811.0703125	121597.841796875	269908.34765625	226541.203125	280562.890625	247159.510416667	0.41237357064670255	0.05585460299507389	1.0233247977559201	0.12566895050212495	-0.3565189676516289	-0.897655847253795
A0A0H3NF34	STM0985	104145.271484375	60998.4736328125	106588.017578125	74708.857421875	101838.455078125	85270.7838541667	-0.03231489970007989	-0.06576282381108464	0.48327837618472347	0.1907722207824396	-0.03344792411100487	-0.2925061554022839
A0A0H3NA80	STM0986	23487.1079101562	12008.2124023438	6523.49877929688	6372.41125488281	9730.9072265625	10117.4820963542	-1.271222856801239	0.5769283762629047	-0.24717110476473156	0.6669390141839361	1.8481512330641434	0.9141101189486674
A0A0H3NJQ2	STM0987	26450.4790039062	58206.181640625	25121.3442382813	26339.3608398437	23958.8125	22645.9768880208	-0.14273744516930684	-0.0683572607927168	-1.361917604247188	-0.21796556226712036	0.07438018437658989	1.1439520419800677
A0A0H3NBK8	STM0988	580173.171875	373934.890625	418043.859375	358899.7578125	410186.3359375	324701.885416667	-0.5002041507893737	-0.02737487785574897	-0.20367132875482175	-0.14446518780255355	0.47282927293362476	0.05920614095226817
A0A0H3N9T1	STM0989	70789.0244140625	152201.23046875	45924.8193359375	129427.69921875	33546.6689453125	80785.4713541667	-1.0773561734324253	-0.4531045264260986	-0.9138122585288216	-0.6799786421552121	0.6242516470063267	0.23383361637360942
A0A0H3NF39	STM0990	165811.34765625	86068.365234375	105765.798828125	92815.03515625	108495.861328125	97426.0885416667	-0.6119027333268771	0.03676682796522602	0.1788250788940377	0.06994961850529538	0.648669561292103	-0.10887546038874212
A0A0H3NA82	STM0991	74787.943359375	77646.515625	76406.6875	75538.68359375	70582.857421875	70114.1184895833	-0.08348787426760934	-0.11438107950764219	-0.1472162044004203	-0.10751066131774614	-0.03089320524003288	0.03970554308267424
A0A0H3NJQ6	STM0992	212071.42578125	194110.6796875	283211.65625	283357.3359375	262452.08203125	270441.489583333	0.30750379531461186	-0.10982660170441001	0.4784370033842654	-0.06730605476510508	-0.417330397019022	-0.5457430581493705
A0A0H3NBL2	STM0993	493664.5546875	608050.71875	644105.5625	626846.078125	590543.6953125	614063.395833333	0.25851274826644416	-0.1252533401127842	0.014195940129777599	-0.02972362620726837	-0.38376608837922854	-0.04391956633704604
A0A0H3N9T3	STM0994	740705.640625	595102.1875	990187.6875	1014097.78125	1020612.8125	1066166.39583333	0.4624634293818366	0.04366174283962668	0.8412232900216596	0.07223584959448145	-0.41880168654221006	-0.7689874404271781
A0A0H3NF43	STM0995	194460.68359375	183384.2421875	159923.53125	183886.2109375	145157.3046875	189854.84375	-0.4218613241473218	-0.13976505959984942	0.0500271301939428	0.046083506245557244	0.28209626454747255	-0.0039436239483853445
A0A0H3NJR0	STM0997	355431.453125	543458.96875	341881.2734375	356777.1328125	342530.4453125	370912.427083333	-0.053339129552246484	0.002736824341122238	-0.5510925107937491	0.05605545436173509	0.0560759538933686	0.6071479651554841
A0A0H3NBL7	STM0998	4139108.1875	4663424.875	4652587.25	4789068.625	4339751.0625	4604372.83333333	0.0682923308913918	-0.10042091647021219	-0.018385218001397995	-0.056740450205787864	-0.16871324736160384	-0.03835523220438981
A0A0H3N9T8	STM0999	6022976.875	8321747.5	12378525.25	11536822.5	12809267.25	11548398.6666667	1.0886393242664796	0.049348503827936145	0.4727343977309728	0.0014468892909294648	-1.0392908204385434	-0.4712875084400431
A0A0H3NF48	STM1000	4289413.125	3164572.125	4999951.125	4630348.125	5055545.75	4640013.16666667	0.23708656802593303	0.015952848085030554	0.5521184500597905	0.003008235018222675	-0.22113371994090233	-0.549110215041568
A0A0H3NA89	STM1001	51883.634765625	40533.4970703125	64655.9853515625	65560.642578125	69793.5068359375	70023.9596354167	0.4278132703594844	0.11030889331447162	0.7887339931609132	0.09501864919252331	-0.31750437704501283	-0.6937153439683896
A0A0H3N9U2	STM1004	357378.875	343387.40625	506231.59375	493292.140625	529328.296875	472914.645833333	0.566708421897979	0.06436523135361125	0.461742692337615	-0.06086248004634549	-0.5023431905443677	-0.5226051723839604
A0A0H3NJS3	STM1012	214205.9296875	295956.0859375	141686.7890625	136766.2890625	123653.232421875	134826.755208333	-0.7926984638437667	-0.19640529327344836	-1.1342763088295325	-0.02060585497884376	0.5962931705703182	1.1136704538506885
A0A0H3NF63	STM1015	320206.1015625	339693.2578125	186543.108764648	117079.673339844	205878.6640625	4491.8184000651	-0.637206472725383	0.14228526069389286	-6.240789171720235	-4.704047213290875	0.7794917334192757	1.536741958429361
A0A0H3N9V5;A0A0H3NEI5	STM1019 ; STM2621 	5437.29211425781	6689.00317382813	11720.3935546875	18757.1469726563	12685.0844726563	22372.5123697917	1.222172883653557	0.11411211235704026	1.7418641411484208	0.2542868704595861	-1.1080607712965167	-1.4875772706888348
A0A0H3N9W2	STM1023	40235.5727539063	55664.125	23899.3920898438	36389.529296875	26131.1958007812	32772.1516927083	-0.6226984236714681	0.1287992239841964	-0.7642774260406946	-0.15105299209301407	0.7514976476556645	0.6132244339476803
A0A0H3NAB0	STM1025	17923.4548339844	8431.82275390625	89488.96484375	104900.16796875	82088.7265625	102682.372395833	2.1953353561523614	-0.12452568332415093	3.6062001832518162	-0.030828454245510412	-2.319861039476512	-3.6370286374973264
A0A0H3N9W8	STM1033	1242176.90625	1222998.59375	1176947.265625	1138236.515625	1183438.4375	1275724.20833333	-0.06988599250418835	0.007934978651320757	0.060893729654469694	0.16451610640852357	0.07782097115550897	0.10362237675405384
A0A0H3NF91	STM1044	926682.078125	2022134.40625	333579.296875	522251.359375	355958.703125	494177.989583333	-1.3803645951645274	0.09368012256980555	-2.0327762324186565	-0.07971358725571792	1.474044717734333	1.9530626451629383
A0A0H3NJV8	STM1046	5724.03503417969	5594.93426513672	3263.29400634765	3385.12689208984	3600.54675292968	5758.87858072917	-0.6688165017616292	0.14188702756179294	0.04166672372199583	0.7665779903074622	0.8107035293234224	0.7249112665854665
A0A0H3NAD0	STM1050	28555.5756835937	30167.6713867187	24686.2713623047	31887.30859375	10437.2019042969	18973.626953125	-1.4520374762497872	-1.2419739533858345	-0.6690078533086314	-0.7489868467121334	0.21006352286395266	-0.0799789934035019
A0A0H3NJW3	STM1051	4846.33129882812	37694.6298828125	5429.67358398438	4357.15936279297	4701.21173095703	3627.89461263021	-0.043860374457400715	-0.2078328126376043	-3.377154553953579	-0.2642553333215498	-0.1639724381802037	3.1128992206320287
A0A0H3N9Y3	STM1055	124838.83984375	231128.84765625	92264.44140625	116573.32421875	83802.2578125	105337.645833333	-0.5750058362744637	-0.1387856284793868	-1.133676214205583	-0.14621656808693542	0.436220207795077	0.9874596461186476
A0A0H3NAD2	STM1057	642359.984375	422300.4375	493276.1328125	453807.671875	514158.265625	452325.208333333	-0.3211695124434367	0.05981702679286691	0.09909065863922269	-0.004720598390741096	0.38098653923630366	-0.10381125702996369
A0A0H3NJW7	STM1058	555259.4609375	425198.5703125	882516.296875	916008.703125	865198.53125	937202.0625	0.6398691464725302	-0.028591703773109465	1.1402233831826734	0.03299882351076887	-0.6684608502456397	-1.1072245596719048
A0A0H3N9Y7	STM1060	105261.48046875	128694.01953125	116705.248046875	112961.3984375	120785.921875	125721.658854167	0.19847472094817445	0.0495828738999826	-0.03371179919023736	0.15440335915857106	-0.14889184704819197	0.18811515834880851
A0A0H3NFA4	STM1061	491361.0234375	307234.4140625	493650.8046875	484310.578125	512382.6171875	519257.177083333	0.06043811006157209	0.05373065354120055	0.7571094270533856	0.10051673781753599	-0.006707456520371487	-0.6565926892358496
A0A0H3NAD4	STM1062	311407.0625	236578.953125	424200.875	387829.4375	430221.1484375	398584.916666667	0.46627678112519655	0.020330848532217796	0.7525653841560725	0.03946480365578112	-0.4459459325929789	-0.7131005805002912
A0A0H3NBS6	STM1064	416936.7578125	397161.125	346957.4609375	319212.7421875	341247.59375	316067.666666667	-0.28900969491230255	-0.023939917447398994	-0.32949095876585344	-0.014284784683536536	0.26506977746490346	0.31520617408231677
A0A0H3N9Z1	STM1065	131063.03515625	189291.18359375	72945.3984375	71996.1650390625	73672.99609375	63505.8359375	-0.8310530274669322	0.014318942050913847	-1.5756461366828345	-0.18103088574427828	0.8453719695178458	1.3946152509385563
A0A0H3NFA7	STM1066	1061295.40625	1620686.9375	83687.28125	153794.65234375	83892.953125	157475.3125	-3.661132837189742	0.003541252274782043	-3.3634078580703313	0.03412033452769848	3.664674089464524	3.39752819259803
A0A0H3NAD6	STM1067	486333.7265625	260207.34765625	855849.171875	751852.359375	858000.734375	710756.958333333	0.8190322386229827	0.003622312745448374	1.4496946169861096	-0.08109307088246005	-0.8154099258775344	-1.5307876878685693
A0A0H3NJX6	STM1068	75415.939453125	74331.501953125	143080.478515625	159557.8671875	155467.79296875	154434.098958333	1.0436743595433604	0.1197888912289915	1.0549456692671388	-0.04708841014333532	-0.9238854683143689	-1.102034079410474
A0A0H3NBT1	STM1069	198686.17578125	260932.20703125	174711.05078125	179556.84765625	200491.2109375	190043.239583333	0.013047497702016637	0.19856812957402126	-0.4573473228716109	0.08188703177451359	0.18552063187200474	0.5392343546461245
A0A0H3N9Z8	STM1070	56600702.0	43915491.0	39449692.0	34426535.5	41056504.0	33523736.0	-0.463209160608583	0.05759674926632518	-0.38954699711542545	-0.038338066325498174	0.5208059098749082	0.3512089307899273
A0A0H3NFB0	STM1071	6785.44506835938	5295.84436035156	4345.63397216797	6268.13159179688	5261.95953369141	4340.75927734375	-0.3668432937407083	0.27603349065143423	-0.2869133051710305	-0.5300880495444302	0.6428767843921427	-0.24317474437339992
A0A0H3NJY0	STM1073	35779.0424804687	22698.1743164063	42763.4111328125	40893.1494140625	42857.48828125	42603.36328125	0.26043252300615677	0.003170363569173206	0.9083910653022021	0.059108149814386196	-0.25726215943698333	-0.849282915487816
A0A0H3NBT6	STM1074	136364.078125	60256.1337890625	176784.966796875	109295.35546875	142213.9140625	138676.838541667	0.06059897296144682	-0.3139329743216137	1.202546839014379	0.34349475781277783	-0.37453194728306033	-0.8590520812016013
A0A0H3NA02	STM1075	348776.1796875	168676.984375	199490.046875	171275.9375	210398.46875	178109.026041667	-0.7291773070205473	0.07680743684971052	0.07849749552877963	0.056438147926870366	0.8059847438702578	-0.022059347601908988
A0A0H3NFB5	STM1076	124688.0078125	179754.91015625	142529.052734375	172571.44140625	156905.111328125	177693.9375	0.33156963322692656	0.1386363259020188	-0.016636718790550977	0.04220072604655463	-0.19293330732490757	0.05883744483710535
A0A0H3NAE2	STM1077	36889.5498046875	19719.0367431641	5552.98999023438	4018.27532958984	5424.41479492187	5113.67985026042	-2.765672774661147	-0.033797292441975796	-1.947155332716915	0.3477854213037761	2.7318754822191718	2.2949407540206908
A0A0H3NJY4	STM1078	1656496.6875	1830927.3125	404051.2734375	332187.375	397564.484375	339633.854166667	-2.0588745309572034	-0.023349497814084273	-2.4305223407902217	0.03198302785693563	2.035525033143119	2.4625053686471574
A0A0H3NBU1	STM1079	26940.8278808594	82537.7197265625	36253.4814453125	112891.0859375	15693.1232910156	87566.2630208333	-0.7796616746794035	-1.2079870344764485	0.08532156290739783	-0.3664845235651274	-0.42832535979704506	-0.4518060864725254
A0A0H3NA07	STM1080	597790.09375	550728.90625	707757.765625	697342.03125	713590.6875	685842.4375	0.2554577982625499	0.011841114239105393	0.3165348423105105	-0.023989264642504247	-0.24361668402344455	-0.34052410695301477
A0A0H3NAE4	STM1082	31231.6040039062	28145.5668945312	18453.7111816406	12221.9787597656	19552.4587402344	13800.4007161458	-0.6756566264995194	0.08343905680349965	-1.0281975480601515	0.17523227959042523	0.759095683303019	1.2034298276505766
A0A0H3NJY6	STM1083	342319.6953125	204008.90234375	83023.001953125	49829.5771484375	94288.001953125	49857.2369791667	-1.86019819367977	0.18356310320593433	-2.032757270561445	0.0008006014034679204	2.0437612968857044	2.0335578719649128
A0A0H3NBU6	STM1084	137754.48828125	98176.10546875	146874.001953125	131295.794921875	146015.265625	127841.40625	0.0840198829987372	-0.008459840145455155	0.38091134012234873	-0.038465527983187336	-0.09247972314419248	-0.41937686810553615
A0A0H3NAE7	STM1088	4904.13372802734	54442.333984375	5086.52673339844	5636.1484375	5114.43225097656	4128.50618489583	0.06057577684557458	0.007893228922974149	-3.7210371459773617	-0.4490897414471456	-0.05268254792260039	3.2719474045302164
A0A0H3NBV1	STM1090	5087.03625488281	5260.79357910156	9410.97546386719	137696.211914063	8486.48608398437	72530.4401041667	0.7383419386333531	-0.14917695370028422	3.7852342545884787	-0.9248303627062336	-0.8875188923336372	-4.710064617294712
A0A0H3NA16	STM1091	83538.8984375	70951.8603515625	107755.568359375	1109358.90625	97228.251953125	774202.5625	0.21892746376236286	-0.14831493491365996	3.4477986655208643	-0.5189432022494818	-0.3672423986760228	-3.9667418677703465
A0A0H3NBV5	STM1095	19572.6376953125	11263.9990234375	21100.4748535156	16589.15625	20334.4289550781	18891.6051432292	0.05508628361205941	-0.05335098963351102	0.7460261728832063	0.18750477642155117	-0.1084372732455704	-0.5585213964616553
A0A0H3NA21	STM1096	6962.89404296875	5434.10583496094	9110.8193359375	7604.48876953125	12466.1965332031	6598.43375651042	0.8402623879073378	0.45236865601439036	0.28008095458401855	-0.20472764405587293	-0.3878937318929475	-0.4848085986398915
A0A0H3NFD2	STM1097	10875.7639160156	29337.376953125	7790.83984375	11583.8820800781	8777.98071289062	12160.0677083333	-0.30915573433018056	0.17211024272147993	-1.2705886239496604	0.07003244038667206	0.4812659770516605	1.3406210643363328
A0A0H3NBW0	STM1100	23151.2646484375	32592.9858398437	19428.87890625	22553.001953125	15005.3071289063	23297.7447916667	-0.6256181551681629	-0.3727298079512098	-0.48437121367874675	0.046870831110065826	0.252888347216953	0.5312420447888124
A0A0H3NA25	STM1101	60553.966796875	43143.0400390625	28317.4477539063	26384.8901367187	28748.1674804688	29475.73828125	-1.0747514757212913	0.02177875456364001	-0.5495998894479714	0.15981597261201178	1.096530230284931	0.7094158620599831
A0A0H3NFD8	STM1102	213291.078125	206049.52734375	101885.5234375	104623.302734375	114664.6640625	114793.971354167	-0.8954027516852914	0.17047178943134492	-0.8439442763780286	0.13384265920057684	1.0658745411166362	0.9777869355786055
A0A0H3NAF6	STM1103	26905.2905273437	25733.5242919922	3685.8638305664	3659.5083618164	3586.94812011718	4510.66528320312	-2.907061101197575	-0.039245894462810064	-2.51223691346572	0.3016903918646386	2.8678152067347646	2.813927305330359
A0A0H3NJZ7	STM1104	37512.2983398437	45262.7197265625	11523.7180175781	7960.25305175781	10629.95703125	7747.84521484375	-1.8192278929719923	-0.11647049849192569	-2.546456237818366	-0.03901916161509649	1.7027573944800667	2.5074370762032694
A0A0H3NBW5	STM1105	3142.49737548828	3675.48663330078	3273.77899169922	4564.22717285156	4241.34689331055	5799.18615722656	0.4326109438384995	0.373565552844149	0.6579151753828835	0.34547985045145835	-0.05904539099435054	-0.3124353249314253
A0A0H3NK02	STM1109	169829.421875	250182.54296875	88991.724609375	66907.80859375	88840.111328125	59366.26171875	-0.9348033124681288	-0.002459984522293697	-2.075265950960038	-0.17253132320286108	0.9323433279458351	1.902734627757177
