Abbreviation	Subsystem
AGM4PA	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
AGM4PApp	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
AGM4PCP	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
AGM4PCPpp	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
AGM4PH	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
AGM4Pt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
AGMDA	S+AF8-Arginine+AF8-and+AF8-Proline+AF8-Metabolism
AGMH	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
AGMHE	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Biosynthesis+AF8-of+AF8-L+AF8-glycero+AF8-D+AF8-manno+AF8-heptose+AF8AXw-Hep+AF8-
AGMT	S+AF8-Urea+AF8-cycleamino+AF8-group+AF8-metabolism
AGMabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
AGMt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
AGMtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
AGPAT120	S+AF8-Glycerophospholipid+AF8-Metabolism
AGPAT140	S+AF8-Glycerophospholipid+AF8-Metabolism
AGPAT141	S+AF8-Glycerophospholipid+AF8-Metabolism
AGPAT160	S+AF8-Glycerophospholipid+AF8-Metabolism
AGPAT161	S+AF8-Glycerophospholipid+AF8-Metabolism
AGPAT180	S+AF8-Glycerophospholipid+AF8-Metabolism
AGPAT181	S+AF8-Glycerophospholipid+AF8-Metabolism
AGPR	S+AF8-Urea+AF8-cycleamino+AF8-group+AF8-metabolism
AGt3	S+AF8-Heavy+AF8-Metal+AF8-Tolerance
AGtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
AGtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
AHCi	S+AF8-Methionine+AF8-Metabolism
AHSERL2	S+AF8-Methionine+AF8-Metabolism
AICART	S+AF8-Purine+AF8-Metabolism
AIRC2	S+AF8-Purine+AF8-Metabolism
AIRC3	S+AF8-Purine+AF8-Metabolism
AKGDa	S+AF8-TCA+AF8-Cycle
AKGDb	S+AF8-TCA+AF8-Cycle
AKGt2rpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
AKGtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALAALAabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
ALAALAr	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Peptidoglycan+AF8-Biosynthesis
ALAALAtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALAGLUabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
ALAHISabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
ALAHIStex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALALEUabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
ALALEUtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALAR	S+AF8-Alanine+AF8-and+AF8-Aspartate+AF8-Metabolism
ALATA+AF8-L	S+AF8-Alanine+AF8-and+AF8-Aspartate+AF8-Metabolism
ALATHRabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
ALATHRtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALATRPabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
ALATRPtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALATRS	S+AF8-tRNA+AF8-Charging
ALAabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
ALAt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALAt4pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ALAtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ALCD19	S+AF8-Glycerophospholipid+AF8-Metabolism
ALCD2x	S+AF8-Alternate+AF8-Carbon
ALCDpp	S+AF8-Alternate+AF8-Carbon
ALDD1	S+AF8-Formaldehyde+AF8-Metabolism
ALDD19xr	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Phenylacetyl+AF8-CoA+AF8-Catabolom
ALDD20x	S+AF8-Plant+AF8-growth+AF8-promoting
ALDD2x	S+AF8-Alternate+AF8-Carbon
ALDD31	S+AF8-Sulfur+AF8-Metabolism
ALDD4	S+AF8-Sulfur+AF8-Metabolism
ALGAC1	S+AF8-Alginate+AF8-biosynthesis
ALGAC2	S+AF8-Alginate+AF8-biosynthesis
ALGAC3	S+AF8-Alginate+AF8-biosynthesis
ALGAC4	S+AF8-Alginate+AF8-biosynthesis
ALGAC5	S+AF8-Alginate+AF8-biosynthesis
ALGE1	S+AF8-Alginate+AF8-biosynthesis
ALGE2	S+AF8-Alginate+AF8-biosynthesis
ALGE3	S+AF8-Alginate+AF8-biosynthesis
ALGE4	S+AF8-Alginate+AF8-biosynthesis
ALGE5	S+AF8-Alginate+AF8-biosynthesis
ALGE6	S+AF8-Alginate+AF8-biosynthesis
ALGE7	S+AF8-Alginate+AF8-biosynthesis
ALGE8	S+AF8-Alginate+AF8-biosynthesis
ASPTA	S+AF8-Alanine+AF8-and+AF8-Aspartate+AF8-Metabolism
ASPTRS	S+AF8-tRNA+AF8-Charging
ASPabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
ASPt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
ASPtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
ASR	S+AF8-Heavy+AF8-Metal+AF8-Tolerance
AST	S+AF8-Arginine+AF8-and+AF8-Proline+AF8-Metabolism
ATHRDHr	S+AF8-Glycine+AF8AXw-Serine+AF8-and+AF8-threonine+AF8-metabolism
ATPHs	S+AF8-Purine+AF8-Metabolism
ATPM	Biomass and maintenance functions
ATPPRT	S+AF8-Histidine+AF8-Metabolism
ATPS4rpp	S+AF8-Oxidative+AF8-Phosphorylation
BACCL	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Biotin+AF8-Biosynthesis
BALAALAabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
BALAALAtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BALABALAabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
BALABALAtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BALAGLYabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
BALAGLYtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BALALEUabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
BALALEUtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BALAMDAH	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Dipeptide+AF8-Metabolism
BALAt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
BALAtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BDH	S+AF8-Butanoate+AF8-Metabolism
BETALDHx	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Amines+AF8-and+AF8-Polyamines+AF8-Metabolism
BETALDHy	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Amines+AF8-and+AF8-Polyamines+AF8-Metabolism
BGLApp	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-Cellulose+AF8-Metabolism
BHBtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
BILIVERDtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BILIVERDtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
BLAMDabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
BLAMDtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BLUB	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
BMOCOS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Molybdopterin+AF8-Biosynthesis
BMOGDS1	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Molybdopterin+AF8-Biosynthesis
BMOGDS2	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Molybdopterin+AF8-Biosynthesis
BPNT	S+AF8-Sulfur+AF8-Metabolism
BTDD+AF8-RR	S+AF8-Alternate+AF8-Carbon+AF8AXw-Butanediol+AF8-Metabolism
BTDDtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BTDDtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
BTNt2ipp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
BTNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BTS5	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Biotin+AF8-Biosynthesis
BUP	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Nucleotide+AF8-Metabolism
BUTSO3abcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
BUTSO3tex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
BWCOGDS1	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Molybdopterin+AF8-Biosynthesis
BWCOGDS2	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Molybdopterin+AF8-Biosynthesis
BWCOS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Molybdopterin+AF8-Biosynthesis
BZ12DOX	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
BZALDH	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-Toluene+AF8-Pathway
DGUDBUTNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
CHOLt4ipp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
CHORM	S+AF8-Phenylalanine+AF8-Tyrosine+AF8-Tryptophan+AF8-Biosynthesis
CHORS	S+AF8-Phenylalanine+AF8-Tyrosine+AF8-Tryptophan+AF8-Biosynthesis
CHORt2rpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
CHORtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
CHRPL	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Ubiquinone+AF8-biosynthesis
CINNMCOAH	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
CINNMtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
CINNMtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
CITt4pp+AF8-1	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
CITt+AF8-kt	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
CITtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
CLPNH120pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNH140pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNH141pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNH160pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNH161pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNH180pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNH181pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNS120pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNS140pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNS141pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNS160pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNS161pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNS180pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLPNS181pp	S+AF8-Glycerophospholipid+AF8-Metabolism
CLt3+AF8-2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
CLtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
CMCBTFR1	S+AF8-Iron+AF8-uptake+AF8-and+AF8-metabolism
CMCBTFR2	S+AF8-Iron+AF8-uptake+AF8-and+AF8-metabolism
CMCBTFabcpp	S+AF8-Iron+AF8-uptake+AF8-and+AF8-metabolism
CMCBTFexs	S+AF8-Iron+AF8-uptake+AF8-and+AF8-metabolism
CMCBTFtex	S+AF8-Iron+AF8-uptake+AF8-and+AF8-metabolism
CMCBTFtonex	S+AF8-Iron+AF8-uptake+AF8-and+AF8-metabolism
CMCBTFtpp	S+AF8-Iron+AF8-uptake+AF8-and+AF8-metabolism
CYTOM	Unassigned
CMt2ex	S+AF8-Transport+AF8AXw-solvent+AF8-extrusion
CMt2ppi	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
CMtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
CMtexabc	S+AF8-Transport+AF8AXw-solvent+AF8-extrusion
CMtpp	S+AF8-Transport+AF8AXw-solvent+AF8-extrusion
CO2tex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
CO2tpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
COALCDH	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
COALDDH	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
COBALT2t3pp	S+AF8-Heavy+AF8-Metal+AF8-Tolerance
COBALT2tex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
COBALT2tpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
COBALTt4pp	S+AF8-Heavy+AF8-Metal+AF8-Tolerance
R05217+AF8-nad	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
COCHL	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
COCOAHA	S+AF8-Aromatic+AF8-Compounds+AF8-Degradation+AF8AXw-B+AF8-Ketoadipate+AF8-pathway
COLIPAabcpp+AF8-kt	S+AF8-Cell+AF8-Envelope+AF8-Biosynthesis+AF8AXw-LPS+AF8-Biosynthesis
CONFRLtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
CONFRLtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
COt+AF8-1	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
Cotpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
CPH4S	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Queuosine+AF8-biosynthesis
CPMPS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Molybdopterin+AF8-Biosynthesis
CPPPGO	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Porphyrin+AF8-and+AF8-Chlorophyll+AF8-Metabolism
DAAD11	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-D+AF8-Amino+AF8-acids+AF8-Metabolism
DAAD12	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-D+AF8-Amino+AF8-acids+AF8-Metabolism
DAAD2	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-D+AF8-Amino+AF8-acids+AF8-Metabolism
DAAD3	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-D+AF8-Amino+AF8-acids+AF8-Metabolism
DAAD4	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-D+AF8-Amino+AF8-acids+AF8-Metabolism
DAAD5	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-D+AF8-Amino+AF8-acids+AF8-Metabolism
PHET	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-D+AF8-Amino+AF8-acids+AF8-Metabolism
DAAD7	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-D+AF8-Amino+AF8-acids+AF8-Metabolism
DAAD8	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-D+AF8-Amino+AF8-acids+AF8-Metabolism
DABAAT2	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Ectoine+AF8-Metabolism
DADA	S+AF8-Purine+AF8-Metabolism
DADK	S+AF8-Purine+AF8-Metabolism
DAGK120	S+AF8-Glycerophospholipid+AF8-Metabolism
DAGK140	S+AF8-Glycerophospholipid+AF8-Metabolism
DAGK141	S+AF8-Glycerophospholipid+AF8-Metabolism
DAGK160	S+AF8-Glycerophospholipid+AF8-Metabolism
DAGK161	S+AF8-Glycerophospholipid+AF8-Metabolism
DAGK180	S+AF8-Glycerophospholipid+AF8-Metabolism
DAGK181	S+AF8-Glycerophospholipid+AF8-Metabolism
DAGLIPA160ex	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
DAGLIPA180ex	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
DAGLIPA181d9ex	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
DAGLIPA182d9d12ex	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
DALAALAD	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Dipeptide+AF8-Metabolism
DALADALAD	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Dipeptide+AF8-Metabolism
DALAGLYD	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Dipeptide+AF8-Metabolism
DALALEUD	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Dipeptide+AF8-Metabolism
DALAabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
DALAt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
DALAtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DAPAT	S+AF8-Lysine+AF8-Metabolism
DAPDC	S+AF8-Lysine+AF8-Metabolism
DAPE	S+AF8-Lysine+AF8-Metabolism
DAPabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
DAPtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DARGabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
DARGtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DASNabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
DASNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DASYN120	S+AF8-Glycerophospholipid+AF8-Metabolism
DASYN140	S+AF8-Glycerophospholipid+AF8-Metabolism
DASYN141	S+AF8-Glycerophospholipid+AF8-Metabolism
DASYN160	S+AF8-Glycerophospholipid+AF8-Metabolism
DASYN161	S+AF8-Glycerophospholipid+AF8-Metabolism
DASYN180	S+AF8-Glycerophospholipid+AF8-Metabolism
DASYN181	S+AF8-Glycerophospholipid+AF8-Metabolism
DATPHs	S+AF8-Pyrimidine+AF8-Metabolism
DB4PS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Riboflavin+AF8-Metabolism
DBTS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Biotin+AF8-Biosynthesis
DCAtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DCTPD	S+AF8-Pyrimidine+AF8-Metabolism
DCTPD2	S+AF8-Pyrimidine+AF8-Metabolism
DDCAtexi	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DDGLK	S+AF8-Alternate+AF8-Carbon+AF8AXw-Ascorbate+AF8-and+AF8-Aldarate+AF8-Metabolism
DDPA	S+AF8-Phenylalanine+AF8-Tyrosine+AF8-Tryptophan+AF8-Biosynthesis
DESATPE160	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
DESATPG160	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
DGBUTNH	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Amines+AF8-and+AF8-Polyamines+AF8-Metabolism
DGK1	S+AF8-Purine+AF8-Metabolism
DM+AF8-C70aPHA+AF8-c	Intracellular demand
DM+AF8-C70pPHA+AF8-c	Intracellular demand
DM+AF8-C80aPHA+AF8-c	Intracellular demand
DM+AF8-C80pPHA+AF8-c	Intracellular demand
DM+AF8-C90aPHA+AF8-c	Intracellular demand
DM+AF8-C90pPHA+AF8-c	Intracellular demand
DM+AF8-acmum6p+AF8-c	Intracellular demand
DM+AF8-ppi50+AF8-c	Intracellular demand
DM+AF8-acgam+AF8-c	Intracellular demand
DM+AF8-doxopa+AF8-c	Intracellular demand
DM+AF8-tripeptide+AF8-c	Intracellular demand
DNMPPA	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Folate+AF8-Biosynthesis
DNTAep	S+AF8-Xenobiotic+AF8-tolerance
DNTPPA	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Folate+AF8-Biosynthesis
DOPAtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DOPAtpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
DOPDH	S+AF8-Alternate+AF8-Carbon+AF8AXw-Ascorbate+AF8-and+AF8-Aldarate+AF8-Metabolism
DORNabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
DORNtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DPCOAK	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Pantothenate+AF8-and+AF8-CoA+AF8-Biosynthesis
DPHEt2rpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
DPHEtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DPR	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Pantothenate+AF8-and+AF8-CoA+AF8-Biosynthesis
DPROabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
DPROtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DSBAO1	Unassigned
DSBCGT	Unassigned
DSBDR	Unassigned
DSBGGT	Unassigned
DSERt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
DSERtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DTMPK	S+AF8-Pyrimidine+AF8-Metabolism
DTYRt2rpp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
DTYRtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DURAD	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Nucleotide+AF8-Metabolism
DURAD2	S+AF8-Alternate+AF8-Carbon+AF8-and+AF8-Nitrogen+AF8-source+AF8AXw-Nucleotide+AF8-Metabolism
DUTPDP	S+AF8-Pyrimidine+AF8-Metabolism
DVALabcpp	S+AF8-Transport+AF8AXw-ABC+AF8-system
DVALtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
DXPRIi	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Terpenoid+AF8-backbone+AF8-biosynthesis
DXPS	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Terpenoid+AF8-backbone+AF8-biosynthesis
D+AF8-LACt2pp	S+AF8-Transport+AF8AXw-Inner+AF8-Membrane
D+AF8-LACtex	S+AF8-Transport+AF8AXw-Outer+AF8-Membrane
E4PD	S+AF8-Cofactor+AF8-and+AF8-Prosthetic+AF8-Group+AF8-Biosynthesis+AF8AXw-Vitamin+AF8-B6+AF8-Metabolism
EAR100y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR120y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR121y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR140y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR141y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR160y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR161y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR180y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR181y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR40y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR60y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
EAR80y	S+AF8-Fatty+AF8-Acid+AF8AXw-Biosynthesis
HBCE	S+AF8-Butanoate+AF8-Metabolism
ECOAH1	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ECOAH12	S+AF8-Valine+AF8AXw-Leucine+AF8AXw-and+AF8-Isoleucine+AF8-Metabolism
ECOAH14	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ECOAH15	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ECOAH16	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ECOAH17	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ECOAH18	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ECOAH19	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
ECOAH2	S+AF8-Fatty+AF8-Acid+AF8-Metabolism
EX+AF8-3oxoadp+AF8-e	Extracellular exchange
EX+AF8-4abut+AF8-e	Extracellular exchange
EX+AF8-4hbz+AF8-e	Extracellular exchange
EX+AF8-4hpro+AF8-DC+AF8-e	Extracellular exchange
EX+AF8-4hpro+AF8-LT+AF8-e	Extracellular exchange
EX+AF8-5aptn+AF8-e	Extracellular exchange
EX+AF8-5mcsn+AF8-e	Extracellular exchange
EX+AF8-5oxpro+AF8-e	Extracellular exchange
EX+AF8-6atha+AF8-e	Extracellular exchange
EX+AF8-6hnac+AF8-e	Extracellular exchange
EX+AF8-met+AF8AXw-D+AF8-e	Extracellular exchange
EX+AF8-LalaLglu+AF8-e	Extracellular exchange
EX+AF8-Ncbmpts+AF8-e	Extracellular exchange
